t_rel,state_stamp,x,y,z,vx,vy,vz
7.449432,1783997324.188464,1.903311,0.081137,1.254573,1.988000,0.030794,-0.399033
7.459430,1783997324.196779,1.922733,0.081573,1.250829,1.977676,0.023997,-0.404915
7.469454,1783997324.206980,1.940000,0.081931,1.247481,1.967414,0.017583,-0.409187
7.479433,1783997324.218565,1.957960,0.082212,1.243892,1.962697,0.010975,-0.414788
7.491374,1783997324.230581,1.975696,0.082451,1.240324,1.957970,0.004614,-0.419775
7.501458,1783997324.238833,1.994069,0.082571,1.236490,1.958097,-0.001645,-0.426356
7.512185,1783997324.250984,2.013222,0.082695,1.232535,1.953507,-0.007653,-0.431242
7.522623,1783997324.261598,2.032234,0.082796,1.228567,1.950167,-0.012641,-0.436156
7.532682,1783997324.271565,2.030752,0.082970,1.229062,1.941685,-0.011672,-0.432558
7.542831,1783997324.279082,2.048785,0.083043,1.225188,1.945115,-0.015168,-0.439095
7.552680,1783997324.289408,2.066921,0.083129,1.221244,1.950619,-0.017452,-0.445974
7.564024,1783997324.299307,2.085478,0.083191,1.217124,1.959906,-0.018712,-0.453854
7.576618,1783997324.309595,2.104174,0.083296,1.212932,1.971143,-0.018543,-0.461903
7.587102,1783997324.318811,2.123293,0.083430,1.208579,1.985834,-0.017086,-0.470716
7.599089,1783997324.328718,2.142463,0.083546,1.204155,2.001148,-0.014686,-0.479350
7.610455,1783997324.343664,2.162107,0.083886,1.199624,2.020190,-0.009913,-0.488422
7.622549,1783997324.352913,2.184523,0.084186,1.194323,2.045858,-0.004353,-0.499546
7.633101,1783997324.372133,2.227409,0.084821,1.184051,2.093340,0.008718,-0.517600
7.643365,1783997324.372133,2.227409,0.084821,1.184051,2.093340,0.008718,-0.517600
7.653152,1783997324.389648,2.269656,0.085749,1.173910,2.133307,0.025224,-0.530430
7.664307,1783997324.403874,2.289031,0.086857,1.169494,2.146975,0.037974,-0.532344
7.674366,1783997324.414479,2.309602,0.087788,1.164631,2.166571,0.049162,-0.535823
7.684368,1783997324.424500,2.330320,0.088784,1.159734,2.185454,0.060373,-0.538249
7.696005,1783997324.433731,2.351427,0.089899,1.154759,2.205019,0.071837,-0.540044
7.707786,1783997324.443692,2.372606,0.091126,1.149801,2.222910,0.083333,-0.540723
7.720050,1783997324.454937,2.394048,0.092359,1.144770,2.240119,0.093914,-0.541094
7.730464,1783997324.467581,2.414423,0.093967,1.140177,2.248211,0.106297,-0.538081
7.740094,1783997324.475767,2.438376,0.095468,1.134590,2.264216,0.116324,-0.538451
7.751728,1783997324.486433,2.461877,0.097207,1.129193,2.273968,0.126542,-0.539555
7.761773,1783997324.495717,2.485559,0.099095,1.123760,2.282042,0.136199,-0.540888
7.771777,1783997324.505790,2.506898,0.100861,1.118858,2.285676,0.143874,-0.540579
7.781786,1783997324.515911,2.528260,0.102725,1.113956,2.287511,0.150746,-0.539624
7.791783,1783997324.525744,2.549717,0.104583,1.109011,2.288053,0.155984,-0.538635
7.802987,1783997324.536017,2.571050,0.106457,1.104088,2.286210,0.159686,-0.537146
7.813056,1783997324.545834,2.592249,0.108332,1.099187,2.282207,0.161715,-0.535450
7.823046,1783997324.545834,2.592249,0.108332,1.099187,2.282207,0.161715,-0.535450
7.833040,1783997324.565378,2.612791,0.110500,1.094455,2.273158,0.163992,-0.532640
7.843247,1783997324.583702,2.638086,0.112785,1.088510,2.279434,0.163593,-0.534648
7.853072,1783997324.583702,2.638086,0.112785,1.088510,2.279434,0.163593,-0.534648
7.878386,1783997324.613558,2.692071,0.116963,1.075741,2.283479,0.150575,-0.539875
7.906396,1783997324.646544,2.761056,0.121814,1.059082,2.276807,0.114884,-0.545300
7.926320,1783997324.656411,2.782939,0.123027,1.053740,2.279921,0.099018,-0.547870
7.938216,1783997324.675880,2.827355,0.125075,1.042784,2.281637,0.059950,-0.552387
7.951825,1783997324.686988,2.852343,0.125833,1.036508,2.295919,0.036372,-0.559479
7.962271,1783997324.696902,2.874833,0.126281,1.030857,2.308072,0.013248,-0.565585
7.974306,1783997324.706620,2.897206,0.126511,1.025210,2.319715,-0.011028,-0.572194
7.988110,1783997324.726491,2.944440,0.126204,1.013211,2.345166,-0.065500,-0.587131
7.998172,1783997324.737236,2.966516,0.125700,1.007574,2.354020,-0.092731,-0.592965
8.008179,1783997324.746749,2.987929,0.125022,1.002091,2.358009,-0.120309,-0.596888
8.018176,1783997324.757405,3.009289,0.124046,0.996646,2.360683,-0.148800,-0.599439
8.028143,1783997324.768420,3.030002,0.123025,0.991299,2.358849,-0.176604,-0.600505
8.038392,1783997324.768420,3.030002,0.123025,0.991299,2.358849,-0.176604,-0.600505
8.048444,1783997324.781380,3.054377,0.121407,0.985000,2.365437,-0.208934,-0.602700
8.061883,1783997324.801650,3.095870,0.118068,0.974415,2.352272,-0.265058,-0.597845
8.073159,1783997324.811438,3.094647,0.118459,0.974714,2.344959,-0.262590,-0.596358
8.085171,1783997324.820817,3.137043,0.113670,0.963999,2.327283,-0.319185,-0.591249
8.096716,1783997324.830693,3.157262,0.111233,0.958878,2.309515,-0.344489,-0.587348
8.108763,1783997324.840694,3.177260,0.108557,0.953821,2.287900,-0.368901,-0.582859
8.120467,1783997324.860855,3.217554,0.102685,0.943679,2.210936,-0.414411,-0.567622
8.132361,1783997324.870771,3.235134,0.100054,0.939221,2.169198,-0.431834,-0.560250
8.144423,1783997324.881535,3.253610,0.096843,0.934495,2.131555,-0.450960,-0.554166
8.156321,1783997324.892768,3.270569,0.094139,0.930168,2.083734,-0.465858,-0.545358
8.168247,1783997324.904141,3.268084,0.095758,0.930890,2.068125,-0.456483,-0.540612
8.178297,1783997324.915539,3.289095,0.092004,0.925452,2.029599,-0.476215,-0.535185
8.190344,1783997324.925425,3.309787,0.088105,0.920079,1.987743,-0.495701,-0.528636
8.201100,1783997324.935456,3.328414,0.084388,0.915219,1.947879,-0.513743,-0.522590
8.212990,1783997324.945614,3.346710,0.080672,0.910438,1.905689,-0.531214,-0.516385
8.224858,1783997324.955405,3.364889,0.076637,0.905639,1.862881,-0.550149,-0.510902
8.235369,1783997324.975586,3.400351,0.068216,0.896180,1.772547,-0.589069,-0.501162
8.245358,1783997324.985636,3.417620,0.063819,0.891513,1.725313,-0.609098,-0.497179
8.257043,1783997324.995601,3.434602,0.059064,0.886832,1.676999,-0.630740,-0.494245
8.268956,1783997325.005793,3.451215,0.054284,0.882214,1.627175,-0.651991,-0.491844
8.280995,1783997325.017135,3.467460,0.049132,0.877580,1.575851,-0.674670,-0.490341
8.293166,1783997325.026422,3.483458,0.044077,0.873002,1.523981,-0.696035,-0.489441
8.305899,1783997325.046377,3.512904,0.032828,0.864135,1.405872,-0.741585,-0.486232
8.316969,1783997325.057414,3.527184,0.027182,0.859738,1.346111,-0.762659,-0.486027
8.330404,1783997325.057414,3.527184,0.027182,0.859738,1.346111,-0.762659,-0.486027
8.340530,1783997325.080176,3.554775,0.015050,0.850786,1.224409,-0.804958,-0.488965
8.353039,1783997325.090597,3.567347,0.008248,0.846266,1.157241,-0.827274,-0.490938
8.364883,1783997325.100502,3.579271,0.001866,0.842011,1.087658,-0.845194,-0.492032
8.374939,1783997325.109837,3.590565,-0.004619,0.837798,1.015969,-0.861722,-0.493798
8.386372,1783997325.120232,3.601376,-0.011011,0.833670,0.943441,-0.875914,-0.496212
8.396429,1783997325.129808,3.611505,-0.017778,0.829445,0.868687,-0.890353,-0.500107
8.407010,1783997325.140618,3.621132,-0.024421,0.825306,0.793267,-0.902424,-0.504612
8.417092,1783997325.150409,3.629995,-0.031415,0.821059,0.715398,-0.914764,-0.510616
8.427885,1783997325.159791,3.638542,-0.038079,0.816960,0.638709,-0.923996,-0.517169
8.437950,1783997325.169940,3.645845,-0.045420,0.812615,0.556505,-0.935237,-0.525538
8.447950,1783997325.179785,3.653030,-0.052226,0.808493,0.477465,-0.942739,-0.534265
8.457943,1783997325.188965,3.659087,-0.060906,0.803407,0.381866,-0.955572,-0.547251
8.467952,1783997325.202795,3.665009,-0.068626,0.798760,0.290771,-0.962413,-0.559450
8.477948,1783997325.202805,3.672685,-0.084563,0.789147,0.106770,-0.978108,-0.588780
8.487941,1783997325.227709,3.674284,-0.082975,0.790035,0.118721,-0.970832,-0.585177
8.497960,1783997325.233835,3.676641,-0.091133,0.785030,0.029605,-0.980882,-0.602907
8.507944,1783997325.243787,3.678654,-0.098981,0.780122,-0.056318,-0.988953,-0.620866
8.517972,1783997325.243787,3.678654,-0.098981,0.780122,-0.056318,-0.988953,-0.620866
8.531299,1783997325.269077,3.680145,-0.115884,0.769261,-0.247158,-1.001140,-0.659831
8.542927,1783997325.278905,3.678324,-0.125711,0.762699,-0.359069,-1.007808,-0.683012
8.554863,1783997325.288766,3.677185,-0.132651,0.757972,-0.443451,-1.007694,-0.698594
8.564928,1783997325.304540,3.676039,-0.139058,0.753554,-0.528273,-1.000279,-0.710506
8.585061,1783997325.315509,3.672661,-0.146887,0.748021,-0.622749,-0.999873,-0.727317
8.595265,1783997325.334401,3.669822,-0.152804,0.743832,-0.700370,-0.993294,-0.736859
8.611686,1783997325.344646,3.664598,-0.160316,0.738275,-0.789954,-0.993518,-0.752513
8.624042,1783997325.354979,3.659723,-0.166500,0.733629,-0.870231,-0.985812,-0.761575
8.638117,1783997325.364834,3.653131,-0.173557,0.728202,-0.960767,-0.978444,-0.771671
8.648188,1783997325.387907,3.638075,-0.186441,0.718068,-1.131316,-0.962045,-0.784619
8.660215,1783997325.397879,3.627612,-0.194153,0.711852,-1.228718,-0.959381,-0.793937
